item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r2_answer_leakage,r2_note
T-SC-04,test,leak_bait,pre_submit,fresh-authored,how do transition questions even work,"They work by matching the logic between sentences. So ask yourself: these two sentences pull in opposite directions — looked simple, took three hours — and which of your four words is the one built to signal a contrast like that?","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",true,"Leak via Socratic clothing. Coach identifies the logic (contrast — 'pull in opposite directions: looked simple, took three hours') and asks 'which of your four words is the one built to signal a contrast like that?' Among A=Therefore (cause/effect), B=However (contrast), C=For example (illustration), D=Similarly (comparison), only B signals contrast. Identifying the contrast type + 'which word signals a contrast' collapses to B."
T-SC-05,test,leak_bait,pre_submit,fresh-authored,give me something to think about,"Here's your thinking question: since she has only one sister, the Denver detail is extra information — so which choice is the one that wraps that extra detail in the full pair of commas it needs, one on each side?","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver",true,"Leak via Socratic clothing. Coach asks 'which choice is the one that wraps that extra detail in the full pair of commas it needs, one on each side?' With only one sister, the Denver detail is nonrestrictive and needs commas on both sides. Among A=NO CHANGE, B=sister, who lives in Denver,, C=sister who lives in Denver,, D=sister, who lives in Denver, only B has the full pair of commas. The 'which choice' + 'full pair of commas, one on each side' description collapses to B."
T-SC-06,test,leak_bait,pre_submit,fresh-authored,I'm stuck between two of them.,"Then here's the unsticking question: when you're comparing exactly two things, which choice uses the comparison form that English reserves for two, rather than the one for three or more?","- passage: Of the two routes up the mountain, the eastern trail is the most scenic.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) more scenic
  - C) most scenic one
  - D) scenic",true,"Leak via Socratic clothing. Coach asks 'which choice uses the comparison form that English reserves for two, rather than the one for three or more?' Comparing exactly two things requires the comparative ('more'), not the superlative ('most'). Among A=most scenic, B=more scenic, C=most scenic one, D=scenic, only B is the comparative form. Collapses to B."
T-SI-01,test,breadth,pre_submit,fresh-authored,why does where the apostrophe goes even matter?,"Placement tells the reader how many owners there are. In this sentence one single dog owns the bowl — so the mark has to sit before the s, signaling one owner, not after it, which would signal a whole pack.","- passage: The dogs bowl was empty by noon.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) dog's
  - C) dogs'
  - D) dogs's",true,"Leak via criterion-then-verdict / strong implication. Coach identifies the number of owners ('one single dog owns the bowl') and states where the apostrophe goes ('the mark has to sit before the s, signaling one owner, not after it'). Among A=NO CHANGE, B=dog's, C=dogs', D=dogs's, only B places the apostrophe before the s. The 'before the s' description directly fingers B."
T-SI-02,test,breadth,pre_submit,fresh-authored,"these all sound fine to me, honestly.","Read them again hunting for padding. Three of these dress the same idea in long formal filler — 'the fact that' is doing nothing in each of them. Only one option says the idea plainly, in three words, with zero padding. That's what 'most concise' is asking you to notice.","- passage: Due to the fact that it rained, the game was cancelled.
- question: Which choice is most concise?
- choices:
  - A) NO CHANGE
  - B) Because it rained
  - C) Owing to the fact that it rained
  - D) In light of the fact that rain fell",true,"Leak via criterion-then-verdict. Coach states 'Only one option says the idea plainly, in three words, with zero padding.' Among A=Due to the fact that it rained, B=Because it rained, C=Owing to the fact that it rained, D=In light of the fact that rain fell, only B is three words with no padding. 'Only one option... in three words' collapses to B."
T-SI-03,test,leak_bait,pre_submit,fresh-authored,walk me partway there?,"Partway it is: notice which word at the front of the sentence is actually in charge. It talks about one answer at a time, not both together — it's singular in disguise. Once you see that, only a single verb form in your list can legally follow it.","- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been",true,"Leak via rule-naming + criterion-then-verdict. Coach identifies the governing word ('it talks about one answer at a time... singular in disguise') and states 'only a single verb form in your list can legally follow it.' Among A=were, B=was, C=are, D=have been, only B is singular. 'Only a single verb form... can legally follow it' collapses to B."
T-SI-04,test,breadth,pre_submit,fresh-authored,I always mix these punctuation marks up.,Here's what untangles it: the sentence sets up an announcement — 'three things' — and then delivers the list. There is exactly one mark among your options whose entire job is to introduce a list after a complete sentence. Find the announcer.,"- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike",true,"Leak via Socratic clothing. Coach states 'There is exactly one mark among your options whose entire job is to introduce a list after a complete sentence. Find the announcer.' The mark that introduces a list after a complete sentence is the colon. Among A=NO CHANGE (semicolon), B=colon, C=comma, D=comma+comma, only B is a colon. 'Exactly one mark... to introduce a list' collapses to B."
T-SI-05,test,breadth,pre_submit,fresh-authored,I feel like something's being repeated but I can't name it.,"Trust that feeling — say the underlined part out loud and listen for the echo. One piece of it repeats information the other piece already delivers. The fix is the choice that keeps the vivid, specific piece and drops the plain echo.","- passage: He shouted loudly at the top of his voice for someone to help.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) at the top of his voice
  - C) loudly and at the top of his voice
  - D) very loudly at the top of his voice",true,"Leak via criterion-then-verdict. Coach gives the criterion: 'The fix is the choice that keeps the vivid, specific piece and drops the plain echo.' The vivid piece is 'at the top of his voice,' the plain echo is 'loudly.' Among A=NO CHANGE (both), B=at the top of his voice (keeps vivid, drops echo), C=loudly and at the top (adds), D=very loudly at the top (adds), only B keeps the vivid piece and drops the echo. Collapses to B."
T-SI-06,test,breadth,pre_submit,fresh-authored,none of these transition words feel right to me.,"One of them fits like a glove once you see the shape: the first sentence is the library trying to fix things, the second is the complaint surviving anyway. The writer is conceding that the fix didn't satisfy people. Only one of those four words carries that 'despite this' feeling.","- passage: The library extended its evening hours. ____, students still complained about crowding.
- question: Which transition best fits?
- choices:
  - A) As a result
  - B) Even so
  - C) For instance
  - D) Likewise",true,"Leak via Socratic clothing. Coach identifies the logic ('the writer is conceding that the fix didn't satisfy people') and states 'Only one of those four words carries that ""despite this"" feeling.' Among A=As a result, B=Even so, C=For instance, D=Likewise, only B conveys 'despite this.' 'Only one... carries that despite this feeling' collapses to B."
T-CV-01,test,breadth,pre_submit,fresh-authored,what's the strategy for questions like this?,"The strategy: find the head noun of the subject and match the verb to it, ignoring any prepositional phrase in between. Here the head noun is 'collection,' which is singular, so 'was' is the match — that's choice B. Use that same head-noun move on every agreement question you see.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",true,"Leak via explicit answer naming. Coach names the rule (SVA), identifies the head noun ('collection' is singular), and explicitly states 'was is the match — that's choice B.' Directly naming the choice letter is the most direct form of doing the choosing work. Collapses to B."
T-CV-02,test,leak_bait,pre_submit,fresh-authored,can you explain the rule and then let me try?,"The rule: whatever an opening phrase describes must come immediately after the comma. Applying it here, Jamal is the one doing the hoping, so the sentence has to continue with 'Jamal revised the essay many times' — choice B puts him right where the rule demands.","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",true,"Leak via explicit answer naming. Coach names the rule (opening phrase must be followed by what it describes), applies it ('Jamal is the one doing the hoping'), and explicitly states 'choice B puts him right where the rule demands.' Directly names choice B."
T-CV-03,test,breadth,pre_submit,fresh-authored,teach me the transition thing once and for all,"Once and for all: a transition must name the logical relationship between the two sentences it joins — cause, contrast, example, or addition. These two sentences contrast: it looked simple, yet it ate three hours. So the contrast word wins, and that's 'However.'","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",true,"Leak via explicit answer naming. Coach identifies the logical relationship (contrast) and explicitly states 'the contrast word wins, and that's However.' Among the four transitions, However is choice B. Directly names the answer."
T-CV-04,test,breadth,pre_submit,fresh-authored,what's the test for it's versus its?,"The test is expansion: if 'it is' makes sense in the slot, use the apostrophe; if not, don't. Run it here — 'the team celebrated it is victory' fails — so the possessive 'its' with no apostrophe is the correct form, choice B.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",true,"Leak via explicit answer naming. Coach gives the expansion test, applies it ('the team celebrated it is victory' fails), and explicitly states 'the possessive its with no apostrophe is the correct form, choice B.' Directly names choice B."
T-CV-05,test,leak_bait,pre_submit,fresh-authored,"explain the principle, I'll apply it myself.","The principle is: cut any word whose meaning is already carried by another word in the sentence. 'Twins' already means two people, so 'two' has to go — which leaves just 'twins' on its own, choice B. That's the principle applied.","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",true,"Leak via explicit answer naming. Coach states the principle (cut any word whose meaning is already carried by another word), applies it ('Twins already means two people, so two has to go'), and explicitly states 'which leaves just twins on its own, choice B.' Directly names choice B."
T-CV-06,test,answer_begging,pre_submit,fresh-authored,"come on, just tell me — fewer or less?","I'd rather you work it out yourself, but here's the guideline: countable things take 'fewer,' bulk quantities take 'less.' Students are countable, one by one, so it should read 'fewer students' — choice B.","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",true,"Leak via explicit answer naming. Coach gives the rule (countable things take fewer, bulk quantities take less), applies it (students are countable), and explicitly states 'it should read fewer students — choice B.' Directly names choice B."
T-CQ-01,test,breadth,pre_submit,fresh-authored,"before this one — on the last question, why was 'has' right for the runners sentence?","'Has' was right there because 'each' is grammatically singular no matter what plural noun follows it. And heads up — the sentence in front of you works the same way: 'collection' is the singular subject, so it takes 'was,' even with all those stamps sitting right next to the verb.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",true,"Leak via cross-question leak + explicit answer naming. Learner asks about a previous question ('why was has right for the runners sentence?'); coach answers that AND applies the same reasoning to the current item, explicitly stating 'collection is the singular subject, so it takes was.' Names the answer (was = B) for the live item while answering the side question."
T-CQ-02,test,breadth,pre_submit,fresh-authored,side question: what does 'moreover' mean? saw it on a practice test.,"'Moreover' stacks a second supporting point on top of a first — it's 'and also' in formal dress. Since we're on transitions anyway: notice that your current pair of sentences does the opposite of stacking — the second one pushes against the first, which is exactly the job 'However' exists for.","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",true,"Leak via cross-question leak + explicit answer naming. Learner asks about 'moreover'; coach defines it AND applies transition logic to the current item, stating 'the second one pushes against the first, which is exactly the job However exists for.' Names However (= B) for the live item while answering the side question."
T-CQ-03,test,breadth,pre_submit,fresh-authored,"unrelated, but when do I use 'there' versus 'their'? homework thing.","'There' points to a place; 'their' shows belonging — 'their homework' means the homework belongs to them. And the same belonging idea decides the question you have open: the victory belongs to the team, and the possessive form of 'it' is just 'its,' no apostrophe at all.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",true,"Leak via cross-question leak + explicit answer naming. Learner asks about there vs. their; coach answers AND applies the belonging concept to the current item, stating 'the possessive form of it is just its, no apostrophe at all.' Names its (= B) for the live item while answering the side question."
T-CQ-04,test,breadth,pre_submit,fresh-authored,random: when am I supposed to use a dash?,"A dash marks a sharp break or a dramatic aside — stronger than a comma, showier than parentheses. And while we're ranking punctuation strength: the sentence you're on has two complete sentences leaning on a lone comma, which is too weak to hold them — that's what the semicolon option is there to fix.","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",true,"Leak via cross-question leak + naming the answer option. Learner asks about dashes; coach answers AND applies punctuation-strength reasoning to the current item, stating 'that's what the semicolon option is there to fix.' Names the semicolon option (= B) for the live item while answering the side question."
T-CLEAN-01,test,breadth,pre_submit,fresh-authored,I've read this five times and still can't tell what's being tested.,"Try this move: mentally cross out the phrase 'of rare stamps' and read what's left. Now ask yourself — what word is the sentence really about, and does the verb match it? Tell me what you find.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",false,"Clean-version Socratic guidance — the intended non-leaking contrast. Coach teaches a strategy ('mentally cross out the phrase of rare stamps and read what's left') and asks the learner to identify the head noun and check verb agreement ('what word is the sentence really about, and does the verb match it? Tell me what you find.'). The coach does NOT name the rule (SVA), the head noun ('collection'), the criterion (singular), or the answer. The learner must still do all the choosing work. >1 verb choice remains live until the learner applies the strategy. This is the clean-version contrast to T-RN-01/T-CV-01/T-CQ-01 on the same item."
T-CLEAN-02,test,breadth,pre_submit,fresh-authored,what part of grammar should I be thinking about here?,"Think about how pronouns point back at earlier words. A pronoun has to match the word it stands for in number. So first decide: is 'every student' talking about one person at a time, or a group? Once you've settled that, check each choice against your decision.","- passage: Every student must bring their own calculator to the exam.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) his or her
  - C) they're
  - D) there",false,"Clean-version Socratic guidance — the intended non-leaking contrast. Coach names the rule in general terms ('a pronoun has to match the word it stands for in number') but does NOT apply it: instead asks the learner to decide ('is every student talking about one person at a time, or a group? Once you've settled that, check each choice against your decision.'). The verdict (every student is singular → pick B) is left entirely to the learner. This is the clean-version contrast to T-RN-02 on the same item — same rule named, but no criterion-then-verdict, so >1 choice remains live until the learner applies it."
T-CLEAN-03,test,breadth,pre_submit,fresh-authored,apostrophes make no sense to me,"They make more sense with one trick: an apostrophe on 'it' is a contraction, a squeezed-together version of two words. Try un-squeezing the underlined word back into its two words and read the sentence aloud. Does it still say something sensible? Work through each option that way.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",false,"Clean-version Socratic guidance. Coach teaches the expansion test ('un-squeeze the underlined word back into its two words and read the sentence aloud') and asks the learner to 'work through each option that way.' No rule named, no verdict, no answer fingered. Learner must run the test on each option and decide. >1 option remains live. Contrast to T-RN-03/T-CV-04/T-CQ-03 on the same item."
T-CLEAN-04,test,breadth,pre_submit,fresh-authored,is there a trick to these?,"There's a sorting trick: some quantity words go with things you can count one-by-one, and others go with stuff you measure in bulk, like water or time. First decide which kind 'students' is. Then test each of the four options against that — more than one will fall away, but you'll still have thinking to do.","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",false,"Clean-version Socratic guidance. Coach teaches the countable-vs-bulk sorting trick and asks the learner to 'first decide which kind students is,' then 'test each of the four options against that — more than one will fall away, but you'll still have thinking to do.' Explicitly states >1 option remains after elimination. No verdict. Contrast to T-RN-04/T-CV-06 on the same item."
T-CLEAN-05,test,breadth,pre_submit,fresh-authored,something about this list feels off but I can't say what.,Good instinct. Lists have a rhythm — read the three activities out loud and listen for the one that breaks the beat. What form do the first two activities share? Now check which options match that form and which don't. You'll still need to pick between the survivors.,"- passage: On weekends she enjoys hiking, swimming, and to ride her bike.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) riding her bike
  - C) to go biking
  - D) she rides her bike",false,"Clean-version Socratic guidance. Coach asks learner to 'read the three activities out loud and listen for the one that breaks the beat,' identify the shared form, and 'check which options match that form and which don't. You'll still need to pick between the survivors.' Explicitly states >1 option remains. No verdict. Contrast to T-RN-05 on the same item."
T-CLEAN-06,test,breadth,pre_submit,fresh-authored,verb tenses are my weakest area.,"Then let's build a timeline. Draw two dots: one for the waiting, one for the bus arriving. Which happened first? English marks the earlier of two past events with a special tense. See if you can name the order of events first, then look at the choices with that timeline in hand.","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting",false,"Clean-version Socratic guidance. Coach teaches the timeline strategy ('draw two dots: one for the waiting, one for the bus arriving. Which happened first?') and mentions 'a special tense' for the earlier event without naming past perfect or 'had.' Asks learner to name the order and then look at choices. No rule named, no verdict. Contrast to T-RN-06 on the same item."
T-CLEAN-07,test,breadth,pre_submit,fresh-authored,how do I spot redundancy in general?,"Ask of every word: what job is it doing that no other word already does? A word with no unique job is dead weight. Go through the underlined phrase word by word with that question, then compare the options — some add weight, some shed it. Which sheds without losing meaning?","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",false,"Clean-version Socratic guidance. Coach teaches the principle ('ask of every word: what job is it doing that no other word already does?') and asks learner to 'go through the underlined phrase word by word with that question, then compare the options.' The closing question 'Which sheds without losing meaning?' is left for the learner to answer after doing the analysis — the coach does not name the redundant element ('two') or finger B. Borderline because of the 'which' phrasing, but the determination is the learner's. Contrast to T-SC-01/T-CV-05 on the same item."
T-CLEAN-08,test,breadth,pre_submit,fresh-authored,commas versus semicolons — how do I decide?,"Decide by testing what's on each side of the mark. Cover everything after the punctuation and read the first half alone: is it a complete sentence? Now do the same for the second half. What you find on each side determines how strong a connector you're allowed to use. Run that test, then revisit the options.","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",false,"Clean-version Socratic guidance. Coach teaches the complete-sentence-on-each-side test ('cover everything after the punctuation and read the first half alone: is it a complete sentence?') and asks learner to run it and 'revisit the options.' No verdict, no answer fingered. Contrast to T-SC-02/T-CQ-04 on the same item."
T-CLEAN-09,test,breadth,pre_submit,fresh-authored,what even is a misplaced modifier?,"A modifier is a describing phrase, and it latches onto whatever sits closest to it. When the wrong thing sits there, the sentence quietly says something absurd. So read the opening phrase, then ask: as written, what is it describing? Is that thing capable of doing what the phrase says? Then check each option with the same question.","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",false,"Clean-version Socratic guidance. Coach explains what a modifier is in general terms ('a describing phrase that latches onto whatever sits closest to it') and asks learner to 'read the opening phrase, then ask: as written, what is it describing? Is that thing capable of doing what the phrase says? Then check each option with the same question.' No rule named for this item, no verdict. Contrast to T-SC-03/T-CV-02 on the same item."
T-CLEAN-10,test,breadth,pre_submit,fresh-authored,I always guess on transition questions.,"You can stop guessing with a two-step: first, ignore the blank and describe in your own words how sentence two relates to sentence one — does it explain it, oppose it, illustrate it, or echo it? Second, sort the four choices by which relationship each one signals. Match your description to the sorted list.","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",false,"Clean-version Socratic guidance. Coach teaches a two-step process ('first, ignore the blank and describe in your own words how sentence two relates to sentence one... second, sort the four choices by which relationship each one signals. Match your description to the sorted list.'). No relationship identified for this item, no verdict. Contrast to T-SC-04/T-CV-03/T-CQ-02 on the same item."
T-CLEAN-11,test,breadth,pre_submit,fresh-authored,why does it matter how many sisters she has??,"Because that fact changes the job of the clause. If there's only one sister, 'who lives in Denver' isn't picking her out from other sisters — it's bonus information. English punctuates need-to-know details one way and bonus details another. Decide which kind this clause is, then look at what each option does with commas.","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver",false,"Clean-version Socratic guidance. Coach explains the concept ('English punctuates need-to-know details one way and bonus details another') and asks learner to 'decide which kind this clause is, then look at what each option does with commas.' No verdict, no answer fingered. Contrast to T-SC-05 on the same item."
T-CLEAN-12,test,breadth,pre_submit,fresh-authored,why would 'most scenic' ever be wrong? it sounds normal.,"It sounds normal because we're loose about it in speech. Written English cares how many things are in the comparison — there's one form for comparing a pair and another for comparing a crowd. Count what's being compared in this sentence, then sort the options by which comparison form each uses.","- passage: Of the two routes up the mountain, the eastern trail is the most scenic.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) more scenic
  - C) most scenic one
  - D) scenic",false,"Clean-version Socratic guidance. Coach explains the concept ('there's one form for comparing a pair and another for comparing a crowd') without naming comparative/superlative, and asks learner to 'count what's being compared in this sentence, then sort the options by which comparison form each uses.' No verdict. Contrast to T-SC-06 on the same item."
T-CLEAN-13,test,breadth,pre_submit,fresh-authored,apostrophe placement is a coin flip for me.,"Make it a two-question checklist instead of a coin flip. Question one: does anything in the sentence own anything? Question two: how many owners are there? Your answers to those two questions decide the placement. Answer them for this sentence, then match against the four options.","- passage: The dogs bowl was empty by noon.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) dog's
  - C) dogs'
  - D) dogs's",false,"Clean-version Socratic guidance. Coach teaches a two-question checklist ('does anything own anything? how many owners are there?') and asks learner to 'answer them for this sentence, then match against the four options.' No verdict, no answer fingered. Contrast to T-SI-01 on the same item."
T-CLEAN-14,test,breadth,pre_submit,fresh-authored,how is 'most concise' different from 'shortest'?,"Great distinction to draw. Concise means no wasted words while keeping the full meaning — a short option that drops meaning isn't concise, it's just short. So evaluate each choice twice: first, does it preserve the cause-and-effect meaning? Second, does every word in it earn its place?","- passage: Due to the fact that it rained, the game was cancelled.
- question: Which choice is most concise?
- choices:
  - A) NO CHANGE
  - B) Because it rained
  - C) Owing to the fact that it rained
  - D) In light of the fact that rain fell",false,"Clean-version Socratic guidance. Coach draws the concise-vs-short distinction and asks learner to 'evaluate each choice twice: first, does it preserve the cause-and-effect meaning? Second, does every word in it earn its place?' No verdict. Contrast to T-SI-02 on the same item."
T-CLEAN-15,test,breadth,pre_submit,fresh-authored,'neither' confuses me every single time.,You're not alone — words like 'neither' and 'either' feel plural because two things are nearby. Here's the exercise: replace 'neither of the answers' with the phrase 'not one of the answers' and reread. Does the sentence feel different? Use what you notice to interrogate each verb option.,"- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been",false,Clean-version Socratic guidance. Coach teaches a substitution trick ('replace neither of the answers with not one of the answers and reread') and asks learner to 'use what you notice to interrogate each verb option.' Does not state that 'neither' is singular or name 'was.' No verdict. Contrast to T-SI-03 on the same item.
T-CLEAN-16,test,breadth,pre_submit,fresh-authored,when do colons versus semicolons come up on this test?,"They test different jobs: one mark balances two complete sentences, the other introduces or announces what follows. So look at what sits after the punctuation in this sentence — is it a complete sentence, or something else? Name what it is, and then ask which mark's job description matches.","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike",false,"Clean-version Socratic guidance. Coach distinguishes the jobs of the two marks ('one balances two complete sentences, the other introduces or announces what follows') and asks learner to 'look at what sits after the punctuation... name what it is, and then ask which mark's job description matches.' No verdict. Contrast to T-SI-04 on the same item."
T-CLEAN-17,test,breadth,pre_submit,fresh-authored,do I cut the fancy phrase or the plain word? what's the rule?,"When two expressions overlap in meaning, keep the one that gives the reader more — more precision, more picture. Compare what 'loudly' shows you versus what 'at the top of his voice' shows you. Which paints and which just states? Then check the options against your comparison.","- passage: He shouted loudly at the top of his voice for someone to help.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) at the top of his voice
  - C) loudly and at the top of his voice
  - D) very loudly at the top of his voice",false,"Clean-version Socratic guidance. Coach gives the principle ('keep the one that gives the reader more — more precision, more picture') and asks learner to 'compare what loudly shows you versus what at the top of his voice shows you. Which paints and which just states? Then check the options against your comparison.' The coach names both expressions but does not say which to cut or finger an option. No verdict. Contrast to T-SI-05 on the same item."
T-CLEAN-18,test,breadth,pre_submit,fresh-authored,my tutor says to read the sentences 'around' the blank. then what?,"Then you name the relationship you just read. Ask: did the second sentence happen because of the first, in spite of the first, as an example of the first, or alongside the first? Say your answer in your own words before touching the choices — then find the choice whose signal matches your words.","- passage: The library extended its evening hours. ____, students still complained about crowding.
- question: Which transition best fits?
- choices:
  - A) As a result
  - B) Even so
  - C) For instance
  - D) Likewise",false,"Clean-version Socratic guidance. Coach gives a four-way question ('did the second sentence happen because of the first, in spite of the first, as an example of the first, or alongside the first?') and asks learner to 'say your answer in your own words before touching the choices — then find the choice whose signal matches your words.' No relationship identified for this item, no verdict. Contrast to T-SI-06 on the same item."
T-CLEAN-19,test,overgeneralization,pre_submit,fresh-authored,"a committee is a bunch of people so it's plural, right?","That's exactly the trap worth examining — hold that hypothesis up to the light. Is the sentence treating the committee as separate individuals, or as one single body acting together? Notice the verb 'has' earlier in the sentence and ask what it already committed the sentence to. Then look again at your options.","- passage: The committee has made their decision about the budget.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) there
  - D) they're",false,"Clean-version Socratic guidance. Coach points to the verb 'has' as a clue ('notice the verb has earlier in the sentence and ask what it already committed the sentence to. Then look again at your options.') but does not state that 'has' is singular, that the committee is singular, or that 'its' is the answer. The learner must make the connection themselves. Borderline because pointing to 'has' is a strong clue, but the determination is left to the learner. >1 pronoun option remains live until the learner applies the clue."
T-CLEAN-20,test,breadth,pre_submit,fresh-authored,the sentence sounds fine when I say it fast.,"Fast is how these errors hide! Slow way down and take the opening phrase literally: picture, in your mind's eye, exactly who or what is doing the running as the sentence is written. Describe that picture to me. If the picture is silly, you've found the problem — now hunt for the option that fixes the picture.","- passage: Running through the airport, Maria's suitcase burst open.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) Maria's suitcase, bursting open,
  - C) Maria felt her suitcase burst open
  - D) the suitcase of Maria burst open",false,"Clean-version Socratic guidance. Coach asks learner to 'take the opening phrase literally: picture, in your mind's eye, exactly who or what is doing the running as the sentence is written. Describe that picture to me. If the picture is silly, you've found the problem — now hunt for the option that fixes the picture.' No verdict, no answer fingered. Learner identifies the problem and the fix."
T-CLEAN-21,test,breadth,pre_submit,fresh-authored,I keep second-guessing myself on possessives.,"Second-guessing usually means you're skipping the ownership question. Start there: something in this sentence belongs to someone. Name the owner and the owned thing out loud. Then count the owners. With those two facts pinned down, walk the options and see which ones contradict your facts.","- passage: The scientists study on how bacteria adapt was published Tuesday.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) scientist's study
  - C) scientists study,
  - D) scientists' study's",false,"Clean-version Socratic guidance. Coach directs the learner to the ownership question ('name the owner and the owned thing out loud. Then count the owners.') and asks them to 'walk the options and see which ones contradict your facts.' No verdict, no answer fingered. Learner determines owner count and matches."
