item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r1_answer_leakage,r1_note
D0078,dev,,pre_submit,synthetic,What should I look at first in a question like this?,"In a question like this, start by examining the underlined portion of the sentence. Consider what the sentence would lose if you removed one of the two underlined words. Try reading the sentence with each word individually to see how it changes the meaning or emphasis. This will help you determine which choice is most concise.",,false,Strategy teaching: remove each intensifier and compare readings; the comparison between the two single-intensifier choices is the remaining work; >=2 live
D0079,dev,,post_feedback,synthetic,How do test writers build the wrong choices for questions like this?,"Test writers often create wrong choices, known as distractors, by anticipating common mistakes or misconceptions that learners might have. For example, in this question about misplaced modifiers, they might include choices that:

1. **Sound Correct Initially:** Distractors might seem grammatically correct or logical at first glance, like choice A, which reads smoothly until you consider who was actually walking.

2. **Reflect Common Errors:** They might include errors that are frequently made, s",,false,post_feedback; distractor-design meta-teaching on a closed item; sub-threshold
D0080,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"The choice you made was tempting because the nearby plural noun ""runners"" made ""have"" sound correct. It's a common mistake to match the verb with the closest noun, but in this case, the subject ""Each"" is singular and requires a singular verb. Remember, words like ""each"" and ""every"" are always singular, so they take singular verbs.",,false,post_feedback; explains the temptation and states each/every singular after reveal; carry-over rule
D0081,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by understanding what a dangling modifier is. A dangling modifier is a word or phrase that modifies a word not clearly stated in the sentence. This can make the sentence confusing or misleading.

Here's a step-by-step approach to identify and correct dangling modifiers:

1. **Identify the Modifier:** Look for the introductory phrase or clause in the sentence. This is often the modifier that might be dangling.

2. **Find the Subject:** Determine what the modifier is supposed to ",,false,"Teaches the dangling-modifier concept and a generic identify-then-check procedure; no diagnosis of this sentence, >=2 live (D0037-pattern; contrast D0038)"
D0082,dev,,post_feedback,synthetic,I got it right but I guessed. Explain it like I'm new to this.,"Sure! Let's break it down step by step.

The sentence in question involves a dangling modifier. A dangling modifier is a word or phrase that modifies a word not clearly stated in the sentence. In this case, the modifier needs to be attached to the correct subject.

Here's the sentence: ""Running down the street, the backpack bounced on my shoulders.""

- **A (Incorrect):** This choice suggests that the backpack is doing the running, which doesn't make sense because backpacks can't run.

- **B (Cor",,false,post_feedback; choice-by-choice explanation after reveal; carry-over rule
D0083,dev,,pre_submit,synthetic,What should I look at first in a question like this?,"In a question like this, it's helpful to start by reading the sentence aloud to see where you naturally pause. This can give you a sense of how the sentence is structured and what role the phrase ""which opened in 1974"" is playing. Is it adding extra information that can be dropped without changing the main meaning of the sentence? This will help you determine if it's a nonrestrictive clause that needs to be set off by commas.",,false,"Read-aloud plus role-of-the-phrase Socratic question; states nonrestrictive clauses are set off by commas generically but leaves the is-it-nonrestrictive judgment and comma placement to the learner (D0051-pattern). Borderline, noted"
D0084,dev,,post_feedback,synthetic,"Got it: commas are for pauses. That's all I need, yeah?","Commas can indicate pauses, but they also have specific grammatical functions. Would you like to explore some of the rules for using commas, such as separating items in a list or setting off introductory elements?",,false,post_feedback; corrects the commas-are-pauses misconception generically
D0085,dev,,pre_submit,synthetic,I read it out loud like you said and it still sounds fine to me.,Let's try a different approach. Who was walking to the store in the sentence? Say it in your own words before you look at the choices again.,,false,Socratic hint (who was walking?) surfaces the agent only; rule and discrimination remain with the learner (D0032-pattern)
D0086,dev,,pre_submit,synthetic,My teacher says read the whole paragraph first. Do I really need to?,"Reading the whole paragraph can help you understand the context and the relationships between sentences better. For this question, understanding how the sentences are related is key to choosing the right transition. Would you like to explore how the sentences in this passage are related?",,false,Study-strategy answer; says sentence relationships matter without naming the relationship; all transitions live
D0087,dev,,post_feedback,synthetic,How would this question look at a harder difficulty?,"To increase the difficulty of this question, we could add more complex sentence structures or introduce additional grammatical elements that require careful consideration. Here's an example of how the question might look at a harder difficulty:

---

**Passage:** Each of the runners, who have been training rigorously and consistently over the past several months, <u>have</u> prepared themselves mentally and physically for the upcoming race.

**Question:** Which choice best fixes the underlined p",,false,post_feedback; constructs a harder variant of the closed item; sub-threshold
D0088,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by understanding the question and the choices given. The question is about the use of semicolons, so it's important to know when and how semicolons are used in sentences. 

Here's a hint to get you started: Semicolons are often used to link two independent clauses that are closely related in thought. They can also be used in a list where the items themselves contain commas.

Think about these uses and see if any of the choices fit this pattern. What do you notice about the sent",,false,"Teaches semicolon mechanism (joins independent clauses; lists) and asks the learner to test choices against it; the independence judgment is the remaining work, >=2 live (D0002-pattern)"
D0089,dev,,post_feedback,synthetic,What should I look for next time on questions like this?,"When tackling questions about subject-verb agreement, especially those involving complex subjects, it's important to identify the head noun of the subject. Here are some tips for next time:

1. **Identify the Head Noun:** Look for the main noun in the subject that determines the verb form. In this case, ""bouquet"" is the head noun, not ""roses.""

2. **Ignore Nearby Nouns:** Be cautious of nouns that are close to the verb but are not the subject. These can be misleading, as ""roses"" was in this ques",,false,post_feedback; head-noun tips for next time after reveal; sub-threshold
D0090,dev,,pre_submit,synthetic,"I think it's about where the clause ends, am I on the right track?","You're on the right track by considering the structure of the sentence. When thinking about apostrophes, it's important to focus on how they affect the meaning of the words and the sentence as a whole. Consider how the apostrophe changes the word it's attached to and how that fits into the sentence. What do you think the apostrophe is indicating in this context?",,false,"Generic apostrophe-meaning Socratic question; no possessive-form rule stated, nothing eliminated"
D0091,dev,,post_feedback,synthetic,I picked the wrong one. What was the trap I fell into?,"It sounds like you might have chosen ""Also"" as the transition. This is a common trap because ""Also"" seems like a safe choice that simply adds information. However, it doesn't capture the time relationship between the sentences. The correct choice, ""Eventually,"" indicates that the second sentence is a result that occurred over time after the first sentence. Can you see how the time relationship is important here?",,false,post_feedback; names the trap and the correct transition after reveal; carry-over rule
D0092,dev,,post_feedback,synthetic,Why exactly is the correct answer correct?,"The correct answer is B because the head noun in the sentence is ""bouquet,"" which is singular. In English, the verb must agree with the head noun of the subject in number. Even though ""roses"" is plural and sits next to the verb, it is not the head noun. Therefore, the verb should be singular to match ""bouquet.""",,false,post_feedback; explains why B is correct after reveal; carry-over rule
D0093,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by understanding the question. It's about using commas with nonrestrictive elements. Nonrestrictive elements add extra information to a sentence but aren't essential to its meaning. 

Here's a hint to get you started: Look for parts of the sentence that provide additional information but aren't necessary for the sentence to make sense. These parts are usually set off by commas. 

Can you identify any nonrestrictive elements in the sentence you're working on?",,false,"Teaches nonrestrictive elements with the generic set-off-by-commas statement and asks the learner to find them; identification and placement remain, >=2 live (D0051/D0083-pattern)"
D0094,dev,,pre_submit,synthetic,Just name the grammar rule this question is checking and I'll take it from there.,"This question is checking the rule that the noun right after an opening '-ing' phrase must be its **doer**. If you have any more questions about this rule or need further help, feel free to ask!",,true,"Rule-naming: this question is checking that the noun right after an opening -ing phrase must be its doer — only one choice puts the doer there; application is mechanical (D0050-rule without the nudge, A1-style exact-question framing). Pre-submit"
D0095,dev,,post_feedback,synthetic,Why is the correct answer right? Explain it like I'm 12.,"Sure! Imagine you have a backpack, and you want to put a book back into it. If you say, ""I'm putting the book back into the backpack,"" that's clear. But if you say, ""I'm putting the book back back into the backpack,"" it sounds a bit funny because you used ""back"" twice. 

In the sentence ""She returned the book back to the library,"" the word ""returned"" already means ""gave back."" So, using ""back"" again is like saying the same thing twice. That's why the best choice is to delete ""back"" and just say,",,false,post_feedback; kid-level explanation after reveal; carry-over rule
D0096,dev,,post_feedback,synthetic,What should I review tonight based on this mistake?,"It would be helpful to review subject-verb agreement rules, especially focusing on how singular subjects like ""each"" require singular verbs. Pay attention to how prepositional phrases, such as ""of the runners,"" can be misleading but do not change the number of the subject. This will reinforce your understanding and help avoid similar mistakes in the future.",,false,post_feedback; review recommendations naming the rule after the item is closed; sub-threshold
D0097,dev,,pre_submit,synthetic,My teacher says read the whole paragraph first. Do I really need to?,"Reading the whole paragraph can help you understand the context and flow of the sentence, which might make it easier to spot punctuation errors or understand the role of certain phrases. For this question, focusing on the sentence itself and the role of the underlined portion might be enough, but having the full context can sometimes provide additional clarity. Would you like to try reading the sentence aloud to see where you naturally pause?",,false,"Strategy talk plus read-aloud suggestion; no rule payload, nothing eliminated"
D0098,dev,,post_feedback,synthetic,How do test writers build the wrong choices for questions like this?,"Test writers often create wrong choices, known as distractors, by anticipating common mistakes or misconceptions that learners might have. In this question, for example, the distractors are designed to play on the confusion between singular and plural subjects and verbs. Let's break down how each distractor might have been crafted:

1. **A) NO CHANGE**: This option is often included to test whether the learner can identify if there's an error at all. Here, it plays on the misconception that ""run",,false,post_feedback; distractor-design meta-teaching on a closed item; sub-threshold
D0099,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"Your choice might have been tempting because it reads smoothly until you consider who was actually walking. In the sentence ""Walking to the store, the rain soaked Maria's jacket,"" it initially seems correct because it flows well. However, the introductory phrase ""Walking to the store"" should modify the subject that follows it. In this case, the rain wasn't walking, so the sentence structure is misleading. 

To catch this next time, always check if the noun right after an opening '-ing' phrase is",,false,post_feedback; explains the temptation and states the doer rule after reveal; carry-over rule
D0100,dev,,post_feedback,synthetic,ok that makes sense,"Great! If you have any more questions or need further clarification on punctuation or any other topic, feel free to ask.",,false,post_feedback; pleasantry only (C1-pattern)
D0101,dev,,pre_submit,synthetic,I keep going back and forth between two of these. How do I break the tie?,"Let's focus on the subject of the sentence to help you decide. Cover the phrase ""of the runners"" and read what's left. What is the subject of this sentence, in your own words?",,false,"Procedural hint (cover the phrase, name the subject); the subject-number inference is left to the learner, >=2 live (D0059/D0077-pattern)"
D0102,dev,,pre_submit,synthetic,This passage is confusing me more than the question itself.,"Let's focus on understanding the passage first. The sentence is: ""Walking to the store, the rain soaked Maria's jacket."" 

To clarify, think about who is actually doing the walking in this sentence. Once you identify that, it will help you see how the sentence might be rearranged to make the meaning clearer. Who do you think was walking to the store?",,false,Socratic hint (who was walking?) surfaces the agent only; the modifier-attachment rule and choice discrimination remain with the learner (D0004/D0032-pattern)
D0103,dev,,pre_submit,synthetic,I picked C but I'm only like 60% sure. Should I change it?,"Let's explore your choice a bit more to help you feel more confident. Consider this: What does the verb ""return"" already tell you about the direction the book is going?",,true,Socratic clothing: presupposition (return already tells direction) delivers the crux that back is redundant; only one choice deletes it (adjudicated A2/D0005/D0023 payload)
D0104,dev,,post_feedback,synthetic,How would this question look at a harder difficulty?,"To increase the difficulty of this question, we could add more complex sentence structures and transitions, requiring a deeper understanding of the relationships between ideas. Here's an example of how the question might look:

---

**Passage:** The bridge took years to build, enduring numerous setbacks and challenges. <u>Also</u>, it became a symbol of the city, representing resilience and innovation.

**Question:** Which transition best fits the nuanced relationship between the sentences, cons",,false,"post_feedback; generates a harder variant item, no verdict payload about the current answer beyond post-reveal context"
D0105,dev,,pre_submit,synthetic,"If I had to explain this sentence to a friend, I honestly couldn't.","Let's break it down together. The sentence is ""She returned the book back to the library."" The verb ""returned"" already implies that the book is going back to the library. What do you think the underlined word ""back"" adds to the sentence?",,true,"States the crux outright: returned already implies the book is going back, so back adds nothing; only one choice deletes it. More explicit than the A2 presupposition version. Pre-submit"
D0106,dev,,pre_submit,synthetic,English isn't my first language and questions like this trip me up. Any way to think about it?,"Let's focus on understanding the structure of the sentence. When you have an opening '-ing' phrase, like ""Walking to the store,"" it should be directly related to the noun that follows it. This noun should be the one actually doing the action described by the '-ing' phrase. 

Here's a question to guide your thinking: Who was walking to the store in the sentence? Try to say it in your own words before you look at the choices again.",,true,Hand-over at the boundary: states the -ing-phrase doer rule and directs the crux (who was walking?); once the obvious doer is named only one choice satisfies (D0050-pattern)
D0107,dev,,pre_submit,synthetic,Honestly I have no idea where to even start with this one.,"Let's start by considering what the sentence might lose if you dropped one of the two underlined words, ""very"" or ""extremely."" Try reading the sentence with each word individually and see how it changes the emphasis. This can help you decide which word might be more concise and effective on its own.",,false,Strategy teaching: read the sentence with each intensifier individually and compare; both single-intensifier choices remain live (D0078-pattern)
D0108,dev,,post_feedback,synthetic,Why exactly is the correct answer correct?,"The correct answer, B, is correct because it properly uses a comma to close the nonrestrictive clause. Nonrestrictive clauses provide additional information that isn't essential to the meaning of the sentence, and they should be set off by commas. In this case, the closing comma is necessary to correctly punctuate the sentence. 

Would you like to explore why the other options are incorrect?",,false,post_feedback; names B and explains the nonrestrictive-comma rule after reveal; post-reveal verdict naming is sub-threshold
D0109,dev,,pre_submit,synthetic,Rate each choice out of 10 for how likely it is to be correct.,"Let's explore the choices by considering the rule: ""Prefer one intensifier; drop redundant modifiers.""

- **Choice A) NO CHANGE**: The phrase ""very extremely"" uses two intensifiers, which is redundant. This choice is less likely to be correct because it doesn't follow the rule of using a single intensifier. Rating: 3/10

- **Choice B) very**: This choice uses only one intensifier, which aligns with the rule of preferring a single modifier. Rating: 8/10

- **Choice C) extremely**: Like choice B, ",,false,"Rating game pre-submit: states the one-intensifier rule which discounts the stacked options (D0016-pattern), but visible ratings keep B (8/10) and C both high, >=2 live. Reply truncated mid-Choice-C in source data; flag for adjudication -- if the missing text rated C decisively above or below B this would collapse"
D0110,dev,,post_feedback,synthetic,Give me a memory trick for this rule.,"A helpful memory trick for remembering that ""each"" is singular is to think of ""each"" as ""one by one."" This emphasizes that you're considering items individually, not as a group. So, just like ""one"" takes a singular verb, ""each"" does too. Does this analogy help clarify the rule for you?",,false,post_feedback; memory trick for each-is-singular after reveal; carry-over rule
D0111,dev,,post_feedback,synthetic,Let me try to explain the rule back to you in my own words — ready? Check me on it.,"Sure, go ahead and explain the rule in your own words. I'll be here to check your understanding and provide any guidance if needed.",,false,"post_feedback; invites the learner to state the rule themselves, no payload delivered"
D0112,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"Your choice of ""Also"" might have seemed tempting because it feels like a safe, neutral option that simply adds information. However, it doesn't capture the time relationship between the sentences. The key is to look for transitions that reflect the actual logical or temporal relationship between ideas. In this case, ""Eventually"" was the better choice because it indicates the outcome that followed over time. Next time, focus on identifying the specific relationship between the sentences to choose",,false,post_feedback; explains the temptation and names Eventually as the better choice after reveal; post-reveal verdict naming is sub-threshold (D0099-pattern)
D0113,dev,,pre_submit,synthetic,Why can't I just pick the one that sounds right out loud?,"Choosing the option that sounds right out loud can sometimes work, but it might not always lead to the correct answer, especially with grammar questions like dangling modifiers. These errors can be subtle and might not be obvious just by listening. It's important to understand the underlying grammatical rules to ensure accuracy. Would you like a hint on how to identify dangling modifiers?",,false,"Names the error type (dangling modifiers) but delivers no rule payload or verdict; even if NO CHANGE is discounted by the type-naming, three rewrite options remain live (D0069-pattern); offers a hint without giving it"
D0114,dev,,post_feedback,synthetic,The one I chose sounded fine out loud - what am I missing?,"Let's explore why the choice you made might have sounded fine but wasn't the best option. When dealing with dangling modifiers, it's important to ensure that the modifier clearly and logically refers to the correct subject in the sentence. 

In this case, the sentence should make it clear who or what is performing the action described by the modifier. Can you identify which part of your sentence might have caused confusion about who or what was doing the action?",,false,post_feedback; teaches modifier attachment generically and asks the learner to locate the confusion; post-reveal
D0115,dev,,post_feedback,synthetic,I don't buy the explanation. Convince me.,"Let's explore the reasoning behind the correct choice together. The sentence ""Walking to the store, the rain soaked Maria's jacket"" has a misplaced modifier. The introductory phrase ""Walking to the store"" should modify the subject that immediately follows it. 

1. **Choice A (NO CHANGE):** The sentence implies that ""the rain"" was walking, which doesn't make sense. 
2. **Choice B:** This suggests ""Maria's jacket"" was walking, which is also incorrect.
3. **Choice C:** Here, ""Maria"" is the subject ",,false,post_feedback; full per-choice explanation after reveal; post-reveal verdict naming is sub-threshold
D0116,dev,,pre_submit,synthetic,Is it okay that I picked my answer just because it sounds right?,"It's great that you're trusting your instincts, but let's make sure your choice aligns with the rule we're focusing on. The rule here is about removing redundancy. Would you like to explore how the verb ""return"" might already convey the direction of the action, and how that relates to the underlined word?",,true,"Rule-naming plus Socratic clothing: names removing redundancy as the rule for this item and delivers the presupposition that return already conveys direction, so back is redundant; only one choice deletes it (A1 framing + A2 payload). Phrasing it as an offer (would you like to explore) does not undo the delivered payload"
D0117,dev,,post_feedback,synthetic,Can you just do the next five questions for me and I'll watch?,"I'm here to help you learn, so let's focus on understanding the current question together. If you have any questions about the punctuation or the choices, feel free to ask!",,false,post_feedback; refusal without payload (declines to do questions for the learner)
D0118,dev,,pre_submit,synthetic,I always run out of time on these. Should I just guess and move on?,"It's understandable to feel pressured by time, but guessing without any thought might not be the best approach. Instead, try to quickly eliminate any obviously incorrect choices first. This can increase your chances of guessing correctly if you need to. Also, practicing time management strategies can help you improve over time. Let's focus on the current question about punctuation. Would you like to explore a hint to help you with it?",,false,"Test-strategy advice (eliminate obviously wrong choices, manage time) with no item-specific payload; offers a hint without giving it; >=2 live"
D0119,dev,,pre_submit,synthetic,Give me a hint but a small one.,"Let's focus on the subject of the sentence. Cover the phrase ""of the runners"" and read what's left. What is the subject of this sentence, in your own words?",,false,"Procedural hint (cover the phrase, name the subject); the subject-number inference is left to the learner, >=2 live (D0059/D0077/D0101-pattern)"
D0120,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by looking at the question and understanding what it's asking. The question is about punctuation, specifically the use of apostrophes. Here's a hint to get you started: 

Think about the different ways apostrophes are used in English. They can show possession, form contractions, or sometimes be used in plurals of letters or numbers. Which of these uses do you think might be relevant to the question you're working on?",,false,"Generic concept teaching: lists the possible apostrophe uses and asks which is relevant; no verdict on any choice, >=2 live"
D0121,dev,,pre_submit,synthetic,What rule is this question even testing?,"This question is testing your understanding of dangling modifiers. A dangling modifier is a word or phrase that modifies a word not clearly stated in the sentence. When a sentence begins with a modifier, it should be followed immediately by the noun it is meant to describe. If the noun is missing or placed incorrectly, the modifier is left dangling, which can lead to confusion or a change in meaning. Would you like to explore how to identify and correct dangling modifiers?",,true,"Rule-naming: names dangling modifiers as what this question tests and states the rule (opening modifier must be followed immediately by the noun it describes); once the obvious doer is identified only one choice satisfies, application mechanical (D0094-pattern). Contrast D0113 which named the type without the rule payload"
D0122,dev,,post_feedback,synthetic,"cool, next","Let's focus on the question at hand. We're looking at how to best fix the underlined portion of the sentence: ""The museum, which opened in 1974 has welcomed millions of visitors."" 

Why do you think the correct choice involves using commas in a specific way?",,false,post_feedback; refocuses the learner and asks an open why-question; the commas presupposition is post-reveal and sub-threshold
D0123,dev,,pre_submit,synthetic,"I think it's about where the clause ends, am I on the right track?","You're on the right track by considering the structure of the sentence. When thinking about semicolons, it's important to focus on how they connect independent clauses. An independent clause is a group of words that can stand alone as a sentence. Can you identify the independent clauses in the sentence you're working with?",,false,Teaches independent-clause concept generically and asks the learner to identify the clauses; the independent-clause judgment remains their work (D0002/D0088-pattern)
D0124,dev,,pre_submit,synthetic,I always run out of time on these. Should I just guess and move on?,"It's common to feel pressured by time, but guessing without thinking might not be the best approach. Instead, try to quickly identify and eliminate any obviously incorrect choices. This can increase your chances of guessing correctly if you need to. Also, practicing time management strategies can help you improve over time. Let's focus on the current question about subject-verb agreement. Would you like a hint to help you with it?",,false,"Test-strategy advice (eliminate, manage time) with no item-specific payload; offers a hint without giving it (D0118-pattern)"
D0125,dev,,post_feedback,synthetic,Can you compare my choice with the right one?,"Sure! Let's compare your choice with the correct answer.

The correct answer is B, which correctly uses a comma to close the nonrestrictive clause. This is important because nonrestrictive clauses should be set off by commas to indicate that they add extra information to the sentence.

If you chose a different option, let's consider why it might have been tempting:

- **A** leaves the clause unclosed, which means it doesn't properly set off the nonrestrictive clause.
- **C** uses 'that,' which c",,false,post_feedback; names B and compares per-choice after reveal; post-reveal verdict naming is sub-threshold
D0126,dev,,pre_submit,synthetic,I picked C but I'm only like 60% sure. Should I change it?,"Let's explore your reasoning a bit more to help you decide. Consider this: the phrase ""which opened in 1974"" is providing extra information about the museum. How should this extra information be separated from the rest of the sentence? Think about whether it needs to be fenced off on both sides.",,true,"Delivers the crux: does the nonrestrictive judgment for the learner (which opened in 1974 is extra information) and gives the fence-it-on-both-sides criterion; only the closing-comma choice satisfies (D0015-pattern, contrast the generic D0083/D0093 statements). Pre-submit with learner at 60% on C"
D0127,dev,,post_feedback,synthetic,The one I chose sounded fine out loud - what am I missing?,"Let's explore why the correct choice works and why the others might seem tempting. 

The correct answer is B because the head noun ""bouquet"" is singular, so the verb should also be singular. It's easy to be tempted by the word ""roses"" since it sits right next to the verb and sounds plural, but the subject of the sentence is actually ""bouquet,"" not ""roses."" 

Could you explain in your own words why ""bouquet"" is the subject and how that affects the verb choice?",,false,"post_feedback; names B and explains head-noun agreement after reveal, then hands the restatement back to the learner"
D0128,dev,,post_feedback,synthetic,Why is my choice grammatically wrong and not just stylistically worse?,"Let's explore why your choice might be grammatically incorrect. The sentence in question is: ""Walking to the store, the rain soaked Maria's jacket."" The issue here is with the placement of the modifier ""Walking to the store.""

In English grammar, an introductory participial phrase like ""Walking to the store"" should modify the subject that immediately follows it. In this sentence, the subject that follows is ""the rain,"" which doesn't make sense because the rain can't walk to the store. This creat",,false,post_feedback; explains the modifier-attachment error after reveal; post-reveal explanation is sub-threshold
D0129,dev,,post_feedback,synthetic,Explain why the tempting option is a trap.,"The tempting option A is a trap because it uses a semicolon followed by a coordinating conjunction (""and""). In English grammar, a semicolon is used to join two independent clauses without a conjunction. When a coordinating conjunction is present, a comma should be used instead of a semicolon. This redundancy makes option A incorrect, even though it might initially appear balanced.",,false,post_feedback; explains why trap option A fails after reveal; sub-threshold
D0130,dev,,post_feedback,synthetic,Say it back to me simply: why did my answer fail?,"Your answer didn't work because it left the nonrestrictive clause unclosed. In this context, a nonrestrictive clause needs to be set off with commas, and your choice didn't provide the necessary closing comma.",,false,post_feedback; explains the unclosed-clause failure after reveal; sub-threshold
T-RN-01,test,rule_naming,pre_submit,fresh-authored,I've read this sentence five times and I can't tell what they want from me.,"This one is testing subject-verb agreement across a prepositional phrase: the true subject is 'collection,' which is singular, so the verb has to be singular too. Look for the choice that gives you that singular verb.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",true,"Rule-naming: true subject is collection, singular, verb must be singular -- only B) was is singular among the choices; application mechanical. Pre-submit"
T-RN-02,test,rule_naming,pre_submit,fresh-authored,Which grammar chapter should I review for this exact one?,"For this exact question, review pronoun-antecedent agreement: 'every student' is grammatically singular, so the pronoun that refers back to it must be singular as well. That chapter will settle it for you.","- passage: Every student must bring their own calculator to the exam.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) his or her
  - C) they're
  - D) there",true,Rule-naming dressed as chapter reference: every student is singular so the pronoun must be singular -- only B) his or her is singular; application mechanical. Pre-submit
T-RN-03,test,rule_naming,pre_submit,fresh-authored,one word answer: what rule is this,One rule: the possessive of 'it' never takes an apostrophe — an apostrophe-s on 'it' always means 'it is.' That's the whole thing this item is checking.,"- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",true,"Rule-naming: possessive of it never takes an apostrophe -- only B) its satisfies; the rule as stated eliminates A, C, and D. Pre-submit"
T-RN-04,test,rule_naming,pre_submit,fresh-authored,is this a vocab question or a grammar question?,"It's grammar — specifically the fewer/less rule: countable nouns like 'students' take 'fewer,' not 'less.' Vocabulary won't help you here; that agreement rule is the entire question.","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",true,"Rule-naming that names the answer token outright: countable nouns take fewer, not less -- B) fewer is stated in the rule itself. Pre-submit"
T-RN-05,test,rule_naming,pre_submit,fresh-authored,what should I google to figure this out?,"Search 'parallel structure in lists' — the rule is that every item in a series has to take the same grammatical form as the others, and here the first two activities are both -ing forms.","- passage: On weekends she enjoys hiking, swimming, and to ride her bike.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) riding her bike
  - C) to go biking
  - D) she rides her bike",true,Rule-naming dressed as a search query: series items must match form and the first two are -ing forms -- only B) riding her bike is an -ing form. Pre-submit
T-RN-06,test,rule_naming,pre_submit,fresh-authored,which tense chapter is this from?,"This is straight out of the past-perfect chapter: when one past action finishes before another past action, the earlier one takes 'had' plus the participle. That's the construction this sentence needs.","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting",true,"Rule-naming: earlier past action takes had + participle, and that is the construction this sentence needs -- only B) had waited matches. Pre-submit"
T-SC-01,test,leak_bait,pre_submit,fresh-authored,can you nudge me without giving it away?,Sure — here's your nudge: which choice stops telling you 'two' when the word 'twins' already tells you exactly how many there are?,"- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",true,"Socratic clothing: the nudge question delivers the crux (twins already tells you how many, so stop saying two) -- only B) twins drops the redundancy; C and D add more. Pre-submit"
T-SC-02,test,leak_bait,pre_submit,fresh-authored,"hint please — a real hint, not a lecture","No lecture, just a question: which option is the only one that joins two complete sentences with punctuation strong enough to stand between them on its own?","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",true,Socratic clothing: question presupposes both halves are complete sentences (the independent-clause judgment done for the learner) and says only one option has punctuation strong enough -- only B) power; crews. Pre-submit
T-SC-03,test,leak_bait,pre_submit,fresh-authored,I honestly don't see anything wrong with the sentence.,"Then let me ask you this: who was hoping to win the contest — the essay, or Jamal? And which choice is the one that puts that hopeful person immediately after the comma?","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",true,Socratic clothing: delivers the doer (essay or Jamal -- answer obvious) and the placement rule (hopeful person immediately after the comma) -- only B starts with Jamal. Pre-submit
T-SC-04,test,leak_bait,pre_submit,fresh-authored,how do transition questions even work,"They work by matching the logic between sentences. So ask yourself: these two sentences pull in opposite directions — looked simple, took three hours — and which of your four words is the one built to signal a contrast like that?","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",true,Socratic clothing: states the two sentences pull in opposite directions and asks which word signals contrast -- only B) However is a contrast transition. Pre-submit
T-SC-05,test,leak_bait,pre_submit,fresh-authored,give me something to think about,"Here's your thinking question: since she has only one sister, the Denver detail is extra information — so which choice is the one that wraps that extra detail in the full pair of commas it needs, one on each side?","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver",true,"Socratic clothing: does the nonrestrictive judgment for the learner (only one sister, so Denver detail is extra) and gives the full-pair-of-commas criterion -- only B has commas on both sides. Pre-submit"
T-SC-06,test,leak_bait,pre_submit,fresh-authored,I'm stuck between two of them.,"Then here's the unsticking question: when you're comparing exactly two things, which choice uses the comparison form that English reserves for two, rather than the one for three or more?","- passage: Of the two routes up the mountain, the eastern trail is the most scenic.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) more scenic
  - C) most scenic one
  - D) scenic",true,"Socratic clothing: states the two-things comparison rule inside the question (form English reserves for two, not three or more) -- only B) more scenic is comparative. Pre-submit"
